Covered_Recipient_Type,Teaching_Hospital_ID,Teaching_Hospital_Name,Physician_Profile_ID,Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Name_of_Study,Research_Information_Link,Context_of_Research
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,7995.00,04/08/2015,In-kind items and services,269270876,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,25.00,11/05/2015,In-kind items and services,269271198,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,79.00,11/05/2015,In-kind items and services,269271200,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,195.00,11/05/2015,In-kind items and services,269271202,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,7995.00,11/05/2015,In-kind items and services,269271204,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,79.00,04/08/2015,In-kind items and services,269270878,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,36.00,04/08/2015,In-kind items and services,269270880,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,69.00,04/08/2015,In-kind items and services,269270882,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,49.00,04/08/2015,In-kind items and services,269270884,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,195.00,04/08/2015,In-kind items and services,269270886,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,160.00,04/08/2015,In-kind items and services,269270888,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,260.00,04/08/2015,In-kind items and services,269270890,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,195.00,04/08/2015,In-kind items and services,269270892,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,25.00,04/08/2015,In-kind items and services,269270894,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,120.00,04/08/2015,In-kind items and services,269270896,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,170.00,04/08/2015,In-kind items and services,269270898,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,199.00,04/08/2015,In-kind items and services,269270900,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,120.00,04/13/2015,In-kind items and services,269270902,,,,,Equipment for research support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,618.00,01/08/2015,Cash or cash equivalent,269270904,,,Implantation of the Cochlear Nucleus System in Adults with Single-Sided Deafness,,Study support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,618.00,06/19/2015,Cash or cash equivalent,269270906,,,Implantation of the Cochlear Nucleus System in Adults with Single-Sided Deafness,,Study support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,1375.00,03/03/2015,Cash or cash equivalent,269270908,,,Clinical Study of the Nucleus Hybrid Cochlear Implant  Hybrid S12,,Study support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,165.00,02/06/2015,Cash or cash equivalent,269270910,,,Clinical Study of the Nucleus Hybrid Cochlear Implant  Hybrid L24,,WIRB fees
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,165.00,05/11/2015,Cash or cash equivalent,269270912,,,Clinical Study of the Nucleus Hybrid Cochlear Implant  Hybrid L24,,WIRB fees
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,405.00,04/20/2015,Cash or cash equivalent,269270914,,,Clinical Study of the Nucleus Hybrid Cochlear Implant  Hybrid L24,,Study support
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,165.00,07/01/2015,Cash or cash equivalent,269270916,,,Implantation of the Cochlear Nucleus System in Adults with Single-Sided Deafness,,WIRB fees
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,1400.00,08/13/2015,Cash or cash equivalent,269270918,,,Nucleus Hybrid L24 Implant System Post Approval Study  Extended Duration,,WIRB fees
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Cochlear Ltd,100000005734,Cochlear Americas,CO,1400.00,09/19/2015,Cash or cash equivalent,269270920,,,Nucleus Hybrid L24 Implant System Post Approval Study  Extended Duration,,WIRB fees
Non-covered Recipient Entity,,,,,,,1225 S Gear Ave,Ste 255,West Burlington,52655,,,"Acclarent, Inc",100000010475,"Acclarent, Inc",CA,1850.00,09/11/2015,Cash or cash equivalent,263725734,,,OASIS Registry,,
Non-covered Recipient Entity,,,,,,,1225 S Gear Ave,Ste 255,West Burlington,52655,,,"Acclarent, Inc",100000010475,"Acclarent, Inc",CA,275.00,10/12/2015,Cash or cash equivalent,263725736,,,OASIS Registry,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Thoratec Corporation,100000000296,Thoratec Corporation,CA,4228.00,12/29/2015,Cash or cash equivalent,263663142,,,MOMENTUM 3,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Thoratec Corporation,100000000296,Thoratec Corporation,CA,50.00,04/02/2015,Cash or cash equivalent,263662860,,,SSI STUDY,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,Thoratec Corporation,100000000296,Thoratec Corporation,CA,1470.00,04/16/2015,Cash or cash equivalent,263662874,,,SSI STUDY,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),100000000178,ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),PA,5000.00,05/07/2015,Cash or cash equivalent,239723350,,,HOSPITAL WEARABLE DEFIBRILLATOR INPATIENT STUDY PROTOCOL,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DRIVE 1353 JCP,,IOWA CITY,52242,,,ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),100000000178,ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),PA,3250.00,08/27/2015,Cash or cash equivalent,239723352,,,HOSPITAL WEARABLE DEFIBRILLATOR INPATIENT STUDY PROTOCOL,,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,4850.00,11/13/2015,Cash or cash equivalent,263665038,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,7800.00,03/04/2015,Cash or cash equivalent,263665040,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,11100.00,08/18/2015,Cash or cash equivalent,263665042,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,15350.00,06/08/2015,Cash or cash equivalent,263665044,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,GRANT ACCOUNTING OFFICEB5 JESSUP HALL,,IOWA CITY,52242,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,200.00,05/28/2015,Cash or cash equivalent,263665578,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,GRANT ACCOUNTING OFFICEB5 JESSUP HALL,,IOWA CITY,52242,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,1200.00,06/10/2015,Cash or cash equivalent,263665580,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,GRANT ACCOUNTING OFFICEB5 JESSUP HALL,,IOWA CITY,52242,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,1350.00,11/26/2015,Cash or cash equivalent,263665582,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,GRANT ACCOUNTING OFFICEB5 JESSUP HALL,,IOWA CITY,52242,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,3150.00,03/04/2015,Cash or cash equivalent,263665584,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,GRANT ACCOUNTING OFFICEB5 JESSUP HALL,,IOWA CITY,52242,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,8550.00,08/18/2015,Cash or cash equivalent,263665586,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,GRANT ACCOUNTING OFFICEB5 JESSUP HALL,,IOWA CITY,52242,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,16700.00,06/05/2015,Cash or cash equivalent,263665588,,,"Short, Medium and Long Term Survivorship of Attune Primary Total Knee Prostheses",,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,1550.00,03/06/2015,Cash or cash equivalent,263665024,,,General Outcomes Registry,,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,10400.00,03/18/2015,Cash or cash equivalent,263665026,,,General Outcomes Registry,,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,11675.00,07/20/2015,Cash or cash equivalent,263665028,,,General Outcomes Registry,,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,12725.00,11/25/2015,Cash or cash equivalent,263665030,,,General Outcomes Registry,,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,12800.00,09/15/2015,Cash or cash equivalent,263665032,,,General Outcomes Registry,,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,600.00,11/25/2015,Cash or cash equivalent,263665034,,,DePuy Outcomes Tracking  Sigma High Performance Partial Knee System,,
Non-covered Recipient Entity,,,,,,,ONE EDMUNDSON PLSUITE 500,,COUNCIL BLUFFS,51503,,,DePuy Synthes Sales Inc.,100000005706,DePuy Orthopaedics Inc.,IN,700.00,03/13/2015,Cash or cash equivalent,263665036,,,DePuy Outcomes Tracking  Sigma High Performance Partial Knee System,,
Non-covered Recipient Entity,,,,,,,1753 W Ridgeway Ave,Ste 112,Waterloo,50701-4588,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,305.20,04/30/2015,In-kind items and services,257604150,,,A Phase III Randomised Double blind Placebo controlled Multi centre International Study of MEDI4736 as Sequential Therapy in Patients With Locally Advanced Unresectable Non-Small Cell Lung Cancer Stage III Who Have Not Progressed Following Definitive Platinum based Concurrent Chemoradiation Therapy,,
Covered Recipient Teaching Hospital,2948,Univ Of Iowa Hosp & Clinic,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,6379.41,06/30/2015,In-kind items and services,257604212,BRILINTA,,US Clopidogrel study PCI with Bivalirudin,,
Covered Recipient Teaching Hospital,2948,Univ Of Iowa Hosp & Clinic,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,9965.00,12/01/2015,Cash or cash equivalent,257605100,,,A Phase IIa Study to Investigate the Efficacy and Safety of AZD7624 in Chronic Obstructive Pulmonary Disease COPD Patients While on Maintenance Therapy,,
Covered Recipient Teaching Hospital,2948,Univ Of Iowa Hosp & Clinic,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,21162.30,12/31/2015,In-kind items and services,257605138,,,Ph2a Montherapy RCC study,,
Covered Recipient Teaching Hospital,2948,Univ Of Iowa Hosp & Clinic,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,150.68,04/30/2015,In-kind items and services,257604346,FARXIGA,,"Dapagliflozin Effect on Cardiovascular Events  A Multicenter, Randomized, Double-Blind, Placebo-Controlled Trial to Evaluate the Effect of Dapagliflozin 10 mg Once Daily on the Incidence of Cardiovascular Death, Myocardial Infarction or Ischemic Stroke in Patients with Type 2 Diabetes",,
Covered Recipient Teaching Hospital,2948,Univ Of Iowa Hosp & Clinic,,,,,200 Hawkins Dr,,Iowa City,52242,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,11596.10,02/05/2015,Cash or cash equivalent,257604376,EPANOVA,,A Long Term Outcomes Study to Assess Statin Residual Risk Reduction with Epanova in High Cardiovascular Riask Patients with Hypertriglyceridemia STRENGTH,,
Non-covered Recipient Entity,,,,,,,1753 W Ridgeway Ave,Ste 112,Waterloo,50701-4588,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,1400.00,02/06/2015,Cash or cash equivalent,257605214,,,A Phase III Randomised Double blind Placebo controlled Multi centre International Study of MEDI4736 as Sequential Therapy in Patients With Locally Advanced Unresectable Non-Small Cell Lung Cancer Stage III Who Have Not Progressed Following Definitive Platinum based Concurrent Chemoradiation Therapy,,
Non-covered Recipient Entity,,,,,,,1622 E Lombard St,,Davenport,52803-2448,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,50455.75,01/23/2015,Cash or cash equivalent,257604546,BRILINTA,,A Multinational  Randomised  Double Blind  Placebo Controlled Trial to Evaluate the Effect of Ticagrelor 90 mg twice daily on the Incidence of Cardiovascular Death  Myocardial Infarction or Stroke in Patients with Type 2 Diabetes,,
Non-covered Recipient Entity,,,,,,,1753 W Ridgeway Ave,Ste 112,Waterloo,50701-4588,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,13367.80,02/02/2015,Cash or cash equivalent,257605316,,,A Phase II Non comparative Open Label Multi centre International Study of MEDI4736 in Patients With Locally Advanced or Metastatic Non Small Cell Lung Cancer Stage IIIB IV Who Have Received at Least 2 Prior Systemic Treatment Regimens Including 1 Platinum based Chemotherapy Regimen,,
Non-covered Recipient Entity,,,,,,,1753 W Ridgeway Ave,Ste 112,Waterloo,50701-4588,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,3569.63,04/30/2015,In-kind items and services,257606268,,,A Phase II Non comparative Open Label Multi centre International Study of MEDI4736 in Patients With Locally Advanced or Metastatic Non Small Cell Lung Cancer Stage IIIB IV Who Have Received at Least 2 Prior Systemic Treatment Regimens Including 1 Platinum based Chemotherapy Regimen,,
Non-covered Recipient Entity,,,,,,,1753 W Ridgeway Ave,Ste 112,Waterloo,50701-4588,,,AstraZeneca Pharmaceuticals LP,100000000146,AstraZeneca Pharmaceuticals LP,DE,5104.00,03/11/2015,Cash or cash equivalent,257606294,,,A Phase III Open Label Randomised Multi centre International Study of MEDI4736 Given as Monotherapy or in Combination With Tremelimumab Determined by PD L1 Expression Versus Standard of Care in Patients With Locally Advanced or Metastatic Non Small Cell Lung Cancer Stage IIIB IV Who Have Received at Least Two Prior Systemic Treatment Regimens Including One Platinum Based Chemotherapy Regimen and Do Not Have Known EGFR TK Activating Mutations or ALK Rearrangements,,
